,0,1,2,3,4
0,6.71374441562936,2.345711414845251,5.290862005140252,1.453237457390885,Iris-virginica
1,6.522095836671596,2.911091601602296,5.571737848840529,1.835896733883742,Iris-virginica
2,6.320793031201664,3.093497146347148,4.622236202583494,1.8920859892392423,Iris-virginica
3,4.571911940407806,3.201423649808212,1.6108310936504595,0.2327446653263432,Iris-setosa
4,6.305577920895195,3.160173781470305,5.949361503915284,2.217310461680581,Iris-virginica
5,5.957209467875162,2.8813089169770723,4.602527797863323,1.9954270777880032,Iris-virginica
6,5.877397943042503,3.0620984469873687,4.340266560972747,1.4545729903354474,Iris-versicolor
7,6.727626771230613,2.844764674538482,4.82506391578709,2.3922749849330653,Iris-virginica
8,6.618247765247333,2.651320112078703,4.743245039074017,2.528201751585908,Iris-virginica
9,5.091144213587002,3.0075456671425664,4.998053552604254,0.9792104339870104,Iris-versicolor
10,6.238154922317772,2.9650504518495926,3.8266984537615993,1.4260066617154363,Iris-versicolor
11,4.710840079727356,3.733355339692783,1.8213307464711093,0.2431473362168797,Iris-setosa
12,5.792914649352781,3.1735398849359053,5.829119564077962,2.482219631932165,Iris-virginica
13,6.170651989324465,3.278294321904052,4.317789882133875,1.264786469645914,Iris-versicolor
14,5.647626258391573,2.446772901890319,5.339805191318561,2.238637773329261,Iris-virginica
15,4.966822666588358,2.9173772043171646,1.3324939861575018,0.2835211215418917,Iris-setosa
16,5.297155755325634,2.816166889039429,4.387910046158418,1.301487573043776,Iris-versicolor
17,6.2951791827428965,2.842670428230505,5.941890011294699,1.7774522531424677,Iris-virginica
18,6.229603715389064,2.6334810207509034,4.09555132199525,1.4395856404227438,Iris-versicolor
19,6.370106490723642,2.725528019239211,6.2109505662626345,1.426132609741001,Iris-virginica
20,4.954875069676519,2.615417463764195,3.8277560381905222,1.0810315261096028,Iris-versicolor
21,5.34981915103387,2.525395996304498,4.890166454215543,1.7382918508422138,Iris-virginica
22,5.081478823208331,3.742192081127844,1.2729608796169245,0.231334276004327,Iris-setosa
23,4.871900304380232,2.8938906541099483,1.316494142704831,0.2757561515399646,Iris-setosa
24,7.56617183918062,2.778718718647424,5.883190531713177,2.1925842218316887,Iris-virginica
25,6.780252569691725,3.038678674128509,3.933722652673297,1.5014102057633374,Iris-versicolor
26,5.556201336006665,3.6996631707053313,1.4580266160892734,0.0370704837726501,Iris-setosa
27,6.501915974877872,2.524460132968694,5.843665019976591,1.712953778314795,Iris-virginica
28,4.691797762387376,3.2390028111836555,1.5542970435495524,0.0782604777984949,Iris-setosa
29,6.281157703304163,3.0123581265125887,5.084118760128211,2.0142176222984034,Iris-virginica
30,5.261551444536243,3.136295663856272,1.3674612725754949,0.0744690022366405,Iris-setosa
31,6.887160657485419,2.459276196703326,4.588377778694352,1.6986072285221163,Iris-versicolor
32,5.532536566248822,3.2561686427701333,1.702933499431339,0.0822037585200704,Iris-setosa
33,5.325480356803553,3.43599668501561,1.439402444926717,0.3620227077338603,Iris-setosa
34,6.876692417180109,3.562312885472241,5.010223883584355,2.0236705936478723,Iris-virginica
35,5.942737579582446,3.1666941747030064,4.48142745873309,1.3551411541342069,Iris-versicolor
36,5.927183748739002,3.389164756398822,5.613236946355469,2.057672185426698,Iris-virginica
37,4.939571417987529,3.711870005433834,1.843958406746975,0.1663851456927847,Iris-setosa
38,5.329509271239491,3.3587885585086434,1.426769082214019,0.2480006179085956,Iris-setosa
39,6.242564912725671,2.488897285871925,6.207142867606968,2.1209626506327908,Iris-virginica
40,4.296544808216862,3.181237616354542,1.4811019684314612,0.036276100384447,Iris-setosa
41,5.767270970718023,2.999238114117561,4.432071820983845,0.9320899392252164,Iris-versicolor
42,6.596769743640289,3.179032985846417,5.431600864840319,2.0202735131116567,Iris-virginica
43,4.76251322554881,3.813082656920853,1.432395930863287,0.0373477268907188,Iris-setosa
44,6.459333332181636,3.239922276224087,3.956750265480973,1.435749720828941,Iris-versicolor
45,5.101644112241297,2.8420193619267438,1.4239689587961224,0.3905593764545123,Iris-setosa
46,5.134717692098321,3.584773599836694,1.4972732124339247,0.2766462653776969,Iris-setosa
47,4.485845105287374,3.275139893476963,1.245127999712851,0.1271008431246209,Iris-setosa
48,7.220271211154007,3.085879575338877,7.040454368108131,2.359623157352212,Iris-virginica
49,5.4954901477326095,3.0658213609916736,4.132061520864904,1.3322396565989552,Iris-versicolor
50,5.639015993579703,3.118907249861593,4.130587526256581,1.437266274375932,Iris-versicolor
51,7.037566786096237,2.901640205497245,5.073773893927121,1.5169405094529165,Iris-virginica
52,4.885605223808244,3.2141051009208117,1.5485504613060377,0.3160217581943337,Iris-setosa
53,6.610932244023635,3.662318174308063,4.959621712636111,1.7294244294983183,Iris-virginica
54,7.435369557559495,3.3736134936585898,6.158319789673159,2.4335708850088764,Iris-virginica
55,4.774817959623557,3.34869565156262,1.3842587536290942,0.2837590078169796,Iris-setosa
56,6.480685651788614,3.395083220158064,4.746667240744296,2.0107490485388357,Iris-virginica
57,5.753917833709192,2.609613752782822,5.694202482035553,2.3181924464789256,Iris-virginica
58,5.254763934161587,3.5419523371534267,1.626927396674604,0.3105772824078753,Iris-setosa
59,6.240767424000324,2.9916358140134154,4.465624742527903,1.2951703782375008,Iris-versicolor
60,5.997537974758725,3.129502744664494,5.645015099263997,1.8691424114777264,Iris-virginica
61,7.285891540382718,3.63756229702972,5.244159341850322,1.975949840699662,Iris-virginica
62,5.941907401186171,3.6236959781707463,4.871167856094028,0.8127367982948306,Iris-versicolor
63,6.965393633946088,3.959350844835917,6.891610893984836,1.6093075518883908,Iris-virginica
64,5.909386264253612,2.4028966326236,4.732498106824914,1.2972642412128872,Iris-versicolor
65,4.790103850482857,3.7992804018590047,1.2980867619151786,0.27903885696423,Iris-setosa
66,4.752879095268731,3.69094631418042,1.710634282381375,0.2332560892609223,Iris-setosa
67,5.040361213986781,3.295615586330225,1.2073626680754728,0.4681174976769268,Iris-setosa
68,6.21447483049377,3.0236149519789035,4.692902546951184,1.070159372952339,Iris-versicolor
69,4.871328290242296,3.363578638736528,1.7675635279010316,0.2444072350339389,Iris-setosa
70,6.183362690477156,2.503730620333481,3.601656665704901,1.2560651655037915,Iris-versicolor
